codigo_instituicao,instituicao,codigo_curso,curso,vagas_iniciais,colocados,nota_ultimo_colocado,vagas_sobrantes,ano,fase,taxa_ocupacao,nome_universidade,nome_faculdade,course_id
3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,9072,Design de Equipamento,21.0,7.0,115.2,13.0,2019,1,0.3333333333333333,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,9072_3092
3033,Instituto Politécnico do Cávado e do Ave - Escola Superior de Design,9074,Design Industrial,40.0,40.0,136.9,0.0,2019,1,1.0,Instituto Politécnico do Cávado e do Ave,Escola Superior de Design,9074_3033
3103,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,9074,Design Industrial,35.0,32.0,103.0,0.0,2019,1,0.9142857142857143,Instituto Politécnico de Leiria,Escola Superior de Artes e Design,9074_3103
1321,Universidade da Madeira - Escola Superior de Tecnologias e Gestão,9076,Direção e Gestão Hoteleira,30.0,30.0,136.6,0.0,2019,1,1.0,Universidade da Madeira,Escola Superior de Tecnologias e Gestão,9076_1321
0502,Universidade de Coimbra - Faculdade de Direito,9078,Direito,334.0,334.0,160.5,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Direito,9078_0502
0911,Universidade Nova de Lisboa - Faculdade de Direito,9078,Direito,93.0,93.0,166.6,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Direito,9078_0911
1114,Universidade do Porto - Faculdade de Direito,9078,Direito,146.0,146.0,174.0,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Direito,9078_1114
1504,Universidade de Lisboa - Faculdade de Direito,9078,Direito,445.0,445.0,153.8,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Direito,9078_1504
0170,Universidade dos Açores - Faculdade de Economia e Gestão,9081,Economia,20.0,5.0,152.2,15.0,2019,1,0.25,Universidade dos Açores,Faculdade de Economia e Gestão,9081_0170
0204,Universidade do Algarve - Faculdade de Economia,9081,Economia,30.0,27.0,103.0,2.0,2019,1,0.9,Universidade do Algarve,Faculdade de Economia,9081_0204
0503,Universidade de Coimbra - Faculdade de Economia,9081,Economia,154.0,154.0,145.0,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Economia,9081_0503
0604,Universidade de Évora - Escola de Ciências Sociais,9081,Economia,40.0,34.0,108.1,6.0,2019,1,0.85,Universidade de Évora,Escola de Ciências Sociais,9081_0604
0904,Universidade Nova de Lisboa - Faculdade de Economia,9081,Economia,195.0,195.0,171.0,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Economia,9081_0904
1104,Universidade do Porto - Faculdade de Economia,9081,Economia,208.0,208.0,171.3,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Economia,9081_1104
1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,9081,Economia,45.0,45.0,138.6,0.0,2019,1,1.0,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,9081_1202
1308,Universidade da Madeira - Faculdade de Ciências Sociais,9081,Economia,40.0,36.0,113.8,4.0,2019,1,0.9,Universidade da Madeira,Faculdade de Ciências Sociais,9081_1308
1517,Universidade de Lisboa - Instituto Superior de Economia e Gestão,9081,Economia,138.0,138.0,157.0,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior de Economia e Gestão,9081_1517
6800,ISCTE - Instituto Universitário de Lisboa,9081,Economia,72.0,72.0,164.0,0.0,2019,1,1.0,ISCTE,Instituto Universitário de Lisboa,9081_6800
3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,9082,Educação Ambiental,29.0,8.0,108.7,20.0,2019,1,0.27586206896551724,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,9082_3042
3042,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,9084,Educação Social,80.0,38.0,95.0,35.0,2019,1,0.475,Instituto Politécnico de Bragança,Escola Superior de Educação de Bragança,9084_3042
3081,Universidade do Algarve - Escola Superior de Educação e Comunicação,9084,Educação Social,30.0,30.0,110.4,0.0,2019,1,1.0,Universidade do Algarve,Escola Superior de Educação e Comunicação,9084_3081
3101,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,9084,Educação Social,40.0,40.0,104.7,0.0,2019,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Educação e Ciências Sociais,9084_3101
3131,Instituto Politécnico do Porto - Escola Superior de Educação,9084,Educação Social,47.0,47.0,140.0,0.0,2019,1,1.0,Instituto Politécnico do Porto,Escola Superior de Educação,9084_3131
3142,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,9084,Educação Social,43.0,21.0,98.0,20.0,2019,1,0.4883720930232558,Instituto Politécnico de Santarém,Escola Superior de Educação de Santarém,9084_3142
3181,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,9084,Educação Social,59.0,48.0,102.0,9.0,2019,1,0.8135593220338984,Instituto Politécnico de Viseu,Escola Superior de Educação de Viseu,9084_3181
3041,Instituto Politécnico de Bragança - Escola Superior Agrária de Bragança,9085,Enfermagem Veterinária,66.0,7.0,121.7,59.0,2019,1,0.10606060606060606,Instituto Politécnico de Bragança,Escola Superior Agrária de Bragança,9085_3041
3051,Instituto Politécnico de Castelo Branco - Escola Superior Agrária de Castelo Branco,9085,Enfermagem Veterinária,29.0,18.0,112.6,11.0,2019,1,0.6206896551724138,Instituto Politécnico de Castelo Branco,Escola Superior Agrária de Castelo Branco,9085_3051
3123,Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,9085,Enfermagem Veterinária,38.0,9.0,118.5,29.0,2019,1,0.23684210526315788,Instituto Politécnico de Portalegre,Escola Superior Agrária de Elvas,9085_3123
3161,Instituto Politécnico de Viana do Castelo - Escola Superior Agrária,9085,Enfermagem Veterinária,35.0,20.0,115.8,15.0,2019,1,0.5714285714285714,Instituto Politécnico de Viana do Castelo,Escola Superior Agrária,9085_3161
3185,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,9085,Enfermagem Veterinária,45.0,43.0,106.1,2.0,2019,1,0.9555555555555556,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,9085_3185
1201,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,9086,Engenharia Agronómica,24.0,13.0,115.3,11.0,2019,1,0.5416666666666666,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,9086_1201
1515,Universidade de Lisboa - Instituto Superior de Agronomia,9086,Engenharia Agronómica,57.0,57.0,124.8,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior de Agronomia,9086_1515
3185,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,9086,Engenharia Agronómica,24.0,1.0,121.4,23.0,2019,1,0.041666666666666664,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,9086_3185
1515,Universidade de Lisboa - Instituto Superior de Agronomia,9087,Engenharia Alimentar,38.0,17.0,110.0,21.0,2019,1,0.4473684210526316,Universidade de Lisboa,Instituto Superior de Agronomia,9087_1515
3185,Instituto Politécnico de Viseu - Escola Superior Agrária de Viseu,9087,Engenharia Alimentar,25.0,2.0,121.4,23.0,2019,1,0.08,Instituto Politécnico de Viseu,Escola Superior Agrária de Viseu,9087_3185
1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,9089,Engenharia Civil,10.0,2.0,126.2,8.0,2019,1,0.2,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,9089_1203
3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,9089,Engenharia Civil,20.0,3.0,129.2,17.0,2019,1,0.15,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,9089_3064
3083,Universidade do Algarve - Instituto Superior de Engenharia,9089,Engenharia Civil,23.0,2.0,125.7,21.0,2019,1,0.08695652173913043,Universidade do Algarve,Instituto Superior de Engenharia,9089_3083
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9089,Engenharia Civil,47.0,24.0,109.4,23.0,2019,1,0.5106382978723404,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9089_3118
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9089,Engenharia Civil,57.0,57.0,126.2,0.0,2019,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9089_3135
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,9089,Engenharia Civil,44.0,0.0,130.1,44.0,2019,1,0.0,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,9089_3182
3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,9092,"Engenharia de Automação, Controlo e Instrumentação",45.0,3.0,119.7,42.0,2019,1,0.06666666666666667,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,9092_3152
1519,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),9098,Engenharia de Telecomunicações e Informática,55.0,55.0,140.0,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),9098_1519
6800,ISCTE - Instituto Universitário de Lisboa,9098,Engenharia de Telecomunicações e Informática,60.0,60.0,128.5,0.0,2019,1,1.0,ISCTE,Instituto Universitário de Lisboa,9098_6800
1515,Universidade de Lisboa - Instituto Superior de Agronomia,9099,Engenharia do Ambiente,21.0,21.0,125.3,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior de Agronomia,9099_1515
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,9099,Engenharia do Ambiente,36.0,3.0,119.8,33.0,2019,1,0.08333333333333333,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,9099_3182
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,9104,Engenharia e Gestão Industrial,50.0,50.0,144.5,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,9104_0501
1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,9104,Engenharia e Gestão Industrial,32.0,30.0,118.4,2.0,2019,1,0.9375,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,9104_1203
1519,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),9104,Engenharia e Gestão Industrial,61.0,61.0,164.0,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),9104_1519
3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,9104,Engenharia e Gestão Industrial,25.0,15.0,123.4,10.0,2019,1,0.6,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,9104_3032
3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,9104,Engenharia e Gestão Industrial,25.0,25.0,133.6,0.0,2019,1,1.0,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,9104_3064
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,9104,Engenharia e Gestão Industrial,25.0,12.0,116.2,13.0,2019,1,0.48,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,9104_3102
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9104,Engenharia e Gestão Industrial,25.0,25.0,177.3,0.0,2019,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9104_3135
3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,9105,Engenharia Eletromecânica,24.0,7.0,117.4,17.0,2019,1,0.2916666666666667,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,9105_3064
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9108,Engenharia Eletrónica e Telecomunicações e de Computadores,83.0,59.0,113.9,24.0,2019,1,0.7108433734939759,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9108_3118
3012,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,9109,Engenharia Eletrotécnica,24.0,9.0,121.9,15.0,2019,1,0.375,Universidade de Aveiro,Escola Superior de Tecnologia e Gestão de Águeda,9109_3012
3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,9109,Engenharia Eletrotécnica,38.0,19.0,108.7,19.0,2019,1,0.5,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,9109_3064
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9109,Engenharia Eletrotécnica,80.0,49.0,113.2,31.0,2019,1,0.6125,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9109_3118
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,9109,Engenharia Eletrotécnica,45.0,2.0,134.4,43.0,2019,1,0.044444444444444446,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,9109_3182
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9110,Engenharia Eletrotécnica - Sistemas Elétricos de Energia,45.0,45.0,132.5,0.0,2019,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9110_3135
3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,9111,Engenharia Eletrotécnica e das Telecomunicações,30.0,0.0,118.8,30.0,2019,1,0.0,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,9111_3053
3032,Instituto Politécnico do Cávado e do Ave - Escola Superior de Tecnologia,9112,Engenharia Eletrotécnica e de Computadores,25.0,9.0,116.0,16.0,2019,1,0.36,Instituto Politécnico do Cávado e do Ave,Escola Superior de Tecnologia,9112_3032
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,9112,Engenharia Eletrotécnica e de Computadores,35.0,7.0,116.4,28.0,2019,1,0.2,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,9112_3102
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9112,Engenharia Eletrotécnica e de Computadores,155.0,155.0,137.5,0.0,2019,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9112_3135
3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,9112,Engenharia Eletrotécnica e de Computadores,55.0,6.0,128.8,49.0,2019,1,0.10909090909090909,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,9112_3152
1201,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,9114,Engenharia Florestal,10.0,2.0,117.7,8.0,2019,1,0.2,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,9114_1201
0903,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,9116,Engenharia Geológica,20.0,20.0,121.2,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências e Tecnologia,9116_0903
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9117,Engenharia Geotécnica e Geoambiente,20.0,14.0,113.3,6.0,2019,1,0.7,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9117_3135
0203,Universidade do Algarve - Faculdade de Ciências e Tecnologia,9119,Engenharia Informática,70.0,62.0,101.5,7.0,2019,1,0.8857142857142857,Universidade do Algarve,Faculdade de Ciências e Tecnologia,9119_0203
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,9119,Engenharia Informática,135.0,135.0,146.5,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,9119_0501
0602,Universidade de Évora - Escola de Ciências e Tecnologia,9119,Engenharia Informática,50.0,50.0,119.3,0.0,2019,1,1.0,Universidade de Évora,Escola de Ciências e Tecnologia,9119_0602
1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,9119,Engenharia Informática,125.0,125.0,122.6,0.0,2019,1,1.0,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,9119_1203
1307,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,9119,Engenharia Informática,75.0,69.0,109.3,5.0,2019,1,0.92,Universidade da Madeira,Faculdade de Ciências Exatas e da Engenharia,9119_1307
1503,Universidade de Lisboa - Faculdade de Ciências,9119,Engenharia Informática,105.0,105.0,148.5,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Ciências,9119_1503
3023,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,9119,Engenharia Informática,55.0,16.0,116.8,39.0,2019,1,0.2909090909090909,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,9119_3023
3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,9119,Engenharia Informática,75.0,27.0,106.0,46.0,2019,1,0.36,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,9119_3043
3053,Instituto Politécnico de Castelo Branco - Escola Superior de Tecnologia de Castelo Branco,9119,Engenharia Informática,80.0,26.0,115.2,54.0,2019,1,0.325,Instituto Politécnico de Castelo Branco,Escola Superior de Tecnologia de Castelo Branco,9119_3053
3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,9119,Engenharia Informática,140.0,140.0,131.5,0.0,2019,1,1.0,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,9119_3064
3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,9119,Engenharia Informática,33.0,23.0,95.0,9.0,2019,1,0.696969696969697,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,9119_3065
3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,9119,Engenharia Informática,61.0,9.0,110.0,52.0,2019,1,0.14754098360655737,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,9119_3092
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,9119,Engenharia Informática,100.0,100.0,128.7,0.0,2019,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,9119_3102
3122,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,9119,Engenharia Informática,37.0,4.0,118.2,33.0,2019,1,0.10810810810810811,Instituto Politécnico de Portalegre,Escola Superior de Tecnologia e Gestão,9119_3122
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9119,Engenharia Informática,200.0,200.0,153.3,0.0,2019,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9119_3135
3138,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,9119,Engenharia Informática,60.0,60.0,133.8,0.0,2019,1,1.0,Instituto Politécnico do Porto,Escola Superior de Tecnologia e Gestão,9119_3138
3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,9119,Engenharia Informática,70.0,70.0,127.5,0.0,2019,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,9119_3152
3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,9119,Engenharia Informática,70.0,70.0,104.8,0.0,2019,1,1.0,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,9119_3163
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,9119,Engenharia Informática,66.0,66.0,113.3,0.0,2019,1,1.0,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,9119_3182
3242,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,9119,Engenharia Informática,50.0,31.0,108.0,19.0,2019,1,0.62,Instituto Politécnico de Tomar,Escola Superior de Tecnologia de Tomar,9119_3242
6800,ISCTE - Instituto Universitário de Lisboa,9119,Engenharia Informática,60.0,60.0,155.5,0.0,2019,1,1.0,ISCTE,Instituto Universitário de Lisboa,9119_6800
1518,Universidade de Lisboa - Instituto Superior Técnico,9121,Engenharia Informática e de Computadores,170.0,170.0,172.0,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior Técnico,9121_1518
1519,Universidade de Lisboa - Instituto Superior Técnico (Tagus Park),9121,Engenharia Informática e de Computadores,90.0,90.0,163.5,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior Técnico (Tagus Park),9121_1519
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9121,Engenharia Informática e de Computadores,120.0,120.0,133.0,0.0,2019,1,1.0,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9121_3118
3186,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,9122,Engenharia Informática e Telecomunicações,25.0,4.0,109.1,21.0,2019,1,0.16,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Lamego,9122_3186
1203,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,9123,Engenharia Mecânica,30.0,22.0,118.2,8.0,2019,1,0.7333333333333333,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências e Tecnologia,9123_1203
3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,9123,Engenharia Mecânica,53.0,2.0,132.0,51.0,2019,1,0.03773584905660377,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,9123_3043
3064,Instituto Politécnico de Coimbra - Instituto Superior de Engenharia de Coimbra,9123,Engenharia Mecânica,64.0,35.0,109.5,29.0,2019,1,0.546875,Instituto Politécnico de Coimbra,Instituto Superior de Engenharia de Coimbra,9123_3064
3083,Universidade do Algarve - Instituto Superior de Engenharia,9123,Engenharia Mecânica,23.0,5.0,131.4,18.0,2019,1,0.21739130434782608,Universidade do Algarve,Instituto Superior de Engenharia,9123_3083
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,9123,Engenharia Mecânica,41.0,29.0,115.2,12.0,2019,1,0.7073170731707317,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,9123_3102
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9123,Engenharia Mecânica,104.0,104.0,124.2,0.0,2019,1,1.0,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9123_3118
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9123,Engenharia Mecânica,120.0,120.0,158.1,0.0,2019,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9123_3135
3152,Instituto Politécnico de Setúbal - Escola Superior de Tecnologia de Setúbal,9123,Engenharia Mecânica,55.0,12.0,113.3,43.0,2019,1,0.21818181818181817,Instituto Politécnico de Setúbal,Escola Superior de Tecnologia de Setúbal,9123_3152
3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,9123,Engenharia Mecânica,36.0,8.0,118.7,28.0,2019,1,0.2222222222222222,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,9123_3163
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,9123,Engenharia Mecânica,45.0,6.0,130.1,39.0,2019,1,0.13333333333333333,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,9123_3182
3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,9125,Engenharia Química,24.0,2.0,134.2,22.0,2019,1,0.08333333333333333,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,9125_3043
3135,Instituto Politécnico do Porto - Instituto Superior de Engenharia do Porto,9125,Engenharia Química,50.0,50.0,154.8,0.0,2019,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Engenharia do Porto,9125_3135
3118,Instituto Politécnico de Lisboa - Instituto Superior de Engenharia de Lisboa,9126,Engenharia Química e Biológica,38.0,38.0,128.0,0.0,2019,1,1.0,Instituto Politécnico de Lisboa,Instituto Superior de Engenharia de Lisboa,9126_3118
1201,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,9129,Engenharia Zootécnica,34.0,22.0,116.6,12.0,2019,1,0.6470588235294118,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Agrárias e Veterinárias,9129_1201
1515,Universidade de Lisboa - Instituto Superior de Agronomia,9129,Engenharia Zootécnica,28.0,28.0,122.5,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior de Agronomia,9129_1515
3123,Instituto Politécnico de Portalegre - Escola Superior Agrária de Elvas,9130,Equinicultura,25.0,3.0,123.5,22.0,2019,1,0.12,Instituto Politécnico de Portalegre,Escola Superior Agrária de Elvas,9130_3123
1506,Universidade de Lisboa - Faculdade de Letras,9131,Estudos Africanos,20.0,20.0,120.0,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Letras,9131_1506
0505,Universidade de Coimbra - Faculdade de Letras,9132,Estudos Artísticos,35.0,35.0,136.5,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Letras,9132_0505
0505,Universidade de Coimbra - Faculdade de Letras,9133,Estudos Clássicos,20.0,20.0,116.0,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Letras,9133_0505
1506,Universidade de Lisboa - Faculdade de Letras,9133,Estudos Clássicos,20.0,20.0,120.5,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Letras,9133_1506
0505,Universidade de Coimbra - Faculdade de Letras,9135,Estudos Europeus,33.0,33.0,149.0,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Letras,9135_0505
1506,Universidade de Lisboa - Faculdade de Letras,9135,Estudos Europeus,56.0,56.0,147.5,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Letras,9135_1506
0505,Universidade de Coimbra - Faculdade de Letras,9139,Filosofia,28.0,28.0,129.5,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Letras,9139_0505
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9139,Filosofia,25.0,25.0,144.5,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,9139_0902
1107,Universidade do Porto - Faculdade de Letras,9139,Filosofia,50.0,50.0,128.2,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Letras,9139_1107
1506,Universidade de Lisboa - Faculdade de Letras,9139,Filosofia,43.0,43.0,135.5,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Letras,9139_1506
3011,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,9140,Finanças,20.0,20.0,152.6,0.0,2019,1,1.0,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,9140_3011
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,9140,Finanças,30.0,30.0,135.9,0.0,2019,1,1.0,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,9140_3031
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,9141,Física,25.0,25.0,129.3,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,9141_0501
1103,Universidade do Porto - Faculdade de Ciências,9141,Física,41.0,41.0,171.8,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Ciências,9141_1103
1503,Universidade de Lisboa - Faculdade de Ciências,9141,Física,40.0,40.0,167.0,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Ciências,9141_1503
0505,Universidade de Coimbra - Faculdade de Letras,9143,Geografia,56.0,56.0,125.0,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Letras,9143_0505
